altitude,filtered_a,filtered_s,filtered_v,gx,gy,gz,latitude,longitude,state,temperature
1272.734,0.01,1272.818,0.041,-0.002,0.018,0.017,0,0,0,45.145
1272.743,0.01,1272.817,0.041,-0.002,0.02,0.017,0,0,0,45.159
1272.743,0.01,1272.817,0.041,-0.002,0.02,0.017,0,0,0,45.159
1272.739,0.01,1272.816,0.04,-0.002,0.019,0.017,0,0,0,45.156
1272.739,0.01,1272.816,0.04,-0.002,0.019,0.017,0,0,0,45.156
1272.739,0.01,1272.815,0.04,-0.003,0.02,0.018,0,0,0,45.159
1272.739,0.01,1272.815,0.04,-0.003,0.02,0.018,0,0,0,45.159
1272.701,0.01,1272.811,0.038,0.005,0.018,0.016,0,0,0,45.159
1272.701,0.01,1272.811,0.038,0.005,0.018,0.016,0,0,0,45.159
1272.692,0.009,1272.807,0.036,-0.011,0.02,0.018,0,0,0,45.162
1272.692,0.009,1272.807,0.036,-0.011,0.02,0.018,0,0,0,45.162
1272.742,0.009,1272.806,0.036,0.001,0.018,0.018,0,0,0,45.168
1272.742,0.009,1272.806,0.036,0.001,0.018,0.018,0,0,0,45.168
1272.742,0.009,1272.806,0.036,0.005,0.019,0.017,0,0,0,45.165
1272.742,0.009,1272.806,0.036,0.005,0.019,0.017,0,0,0,45.165
1272.743,0.009,1272.806,0.036,-0.013,0.019,0.018,0,0,0,45.165
1272.743,0.009,1272.806,0.036,-0.013,0.019,0.018,0,0,0,45.165
1272.701,0.009,1272.803,0.035,0.008,0.019,0.017,0,0,0,45.154
1272.701,0.009,1272.803,0.035,0.008,0.019,0.017,0,0,0,45.154
1272.701,0.009,1272.803,0.035,0.008,0.019,0.017,0,0,0,45.154
1272.7,0.009,1272.799,0.033,-0.006,0.018,0.017,0,0,0,45.162
1272.7,0.009,1272.799,0.033,-0.006,0.018,0.017,0,0,0,45.162
1272.7,0.009,1272.796,0.032,-0.004,0.021,0.018,0,0,0,45.162
1272.7,0.009,1272.796,0.032,-0.004,0.021,0.018,0,0,0,45.162
1272.704,0.008,1272.793,0.031,0.002,0.018,0.017,0,0,0,45.177
1272.704,0.008,1272.793,0.031,0.002,0.018,0.017,0,0,0,45.177
1272.705,0.008,1272.79,0.03,-0.002,0.019,0.018,0,0,0,45.171
1272.705,0.008,1272.79,0.03,-0.002,0.019,0.018,0,0,0,45.171
1272.677,0.008,1272.785,0.028,-0.004,0.019,0.018,0,0,0,45.165
1272.677,0.008,1272.785,0.028,-0.004,0.019,0.018,0,0,0,45.165
1272.677,0.007,1272.781,0.026,-0.003,0.018,0.017,0,0,0,45.165
1272.677,0.007,1272.781,0.026,-0.003,0.018,0.017,0,0,0,45.165
1272.673,0.007,1272.776,0.024,0.003,0.018,0.017,0,0,0,45.171
1272.673,0.007,1272.776,0.024,0.003,0.018,0.017,0,0,0,45.171
1272.65,0.007,1272.769,0.022,-0.008,0.019,0.018,0,0,0,45.171
1272.65,0.007,1272.769,0.022,-0.008,0.019,0.018,0,0,0,45.171
1272.632,0.006,1272.762,0.019,0,0.018,0.017,0,0,0,45.186
1272.632,0.006,1272.762,0.019,0,0.018,0.017,0,0,0,45.186
1272.632,0.006,1272.762,0.019,0,0.018,0.017,0,0,0,45.186
1272.609,0.005,1272.752,0.015,-0.001,0.019,0.017,0,0,0,45.189
1272.609,0.005,1272.752,0.015,-0.001,0.019,0.017,0,0,0,45.189
1272.609,0.005,1272.743,0.012,-0.007,0.018,0.018,0,0,0,45.183
1272.609,0.005,1272.743,0.012,-0.007,0.018,0.018,0,0,0,45.183
1272.606,0.004,1272.735,0.008,0.003,0.019,0.017,0,0,0,45.183
1272.606,0.004,1272.735,0.008,0.003,0.019,0.017,0,0,0,45.183
1272.577,0.003,1272.724,0.004,-0.005,0.018,0.018,0,0,0,45.186
1272.577,0.003,1272.724,0.004,-0.005,0.018,0.018,0,0,0,45.186
1272.57,0.002,1272.714,0.001,-0.003,0.019,0.018,0,0,0,45.183
1272.57,0.002,1272.714,0.001,-0.003,0.019,0.018,0,0,0,45.183
1272.57,0.002,1272.703,-0.003,0.002,0.018,0.017,0,0,0,45.189
1272.57,0.002,1272.703,-0.003,0.002,0.018,0.017,0,0,0,45.189
1272.574,0.001,1272.694,-0.006,-0.004,0.019,0.018,0,0,0,45.18
1272.574,0.001,1272.694,-0.006,-0.004,0.019,0.018,0,0,0,45.18
1272.577,0.001,1272.686,-0.009,-0.002,0.018,0.017,0,0,0,45.183
1272.577,0.001,1272.686,-0.009,-0.002,0.018,0.017,0,0,0,45.183
1272.577,0.001,1272.678,-0.011,-0.001,0.019,0.018,0,0,0,45.189
1272.577,0.001,1272.678,-0.011,-0.001,0.019,0.018,0,0,0,45.189
1272.577,0.001,1272.671,-0.013,-0.002,0.019,0.017,0,0,0,45.189
1272.577,0.001,1272.671,-0.013,-0.002,0.019,0.017,0,0,0,45.189
1272.578,0,1272.664,-0.014,-0.003,0.018,0.017,0,0,0,45.186
1272.578,0,1272.664,-0.014,-0.003,0.018,0.017,0,0,0,45.186
1272.578,0,1272.657,-0.016,0.001,0.019,0.018,0,0,0,45.186
1272.578,0,1272.657,-0.016,0.001,0.019,0.018,0,0,0,45.186
1272.58,0,1272.651,-0.017,-0.005,0.018,0.017,0,0,0,45.201
1272.58,0,1272.651,-0.017,-0.005,0.018,0.017,0,0,0,45.201
1272.58,0,1272.646,-0.018,0,0.019,0.017,0,0,0,45.195
1272.58,0,1272.646,-0.018,0,0.019,0.017,0,0,0,45.195
1272.575,0.001,1272.641,-0.018,-0.001,0.018,0.017,0,0,0,45.206
1272.575,0.001,1272.641,-0.018,-0.001,0.018,0.017,0,0,0,45.206
1272.572,0.001,1272.635,-0.019,-0.002,0.019,0.017,0,0,0,45.204
1272.572,0.001,1272.635,-0.019,-0.002,0.019,0.017,0,0,0,45.204
1272.572,0.001,1272.635,-0.019,-0.002,0.019,0.017,0,0,0,45.204
1272.577,0.001,1272.631,-0.019,-0.002,0.019,0.017,0,0,0,45.218
1272.577,0.001,1272.631,-0.019,-0.002,0.019,0.017,0,0,0,45.218
1272.577,0.001,1272.627,-0.019,-0.002,0.018,0.017,0,0,0,45.204
1272.577,0.001,1272.627,-0.019,-0.002,0.018,0.017,0,0,0,45.204
1272.576,0.001,1272.623,-0.019,0,0.019,0.018,0,0,0,45.209
1272.576,0.001,1272.623,-0.019,0,0.019,0.018,0,0,0,45.209
1272.557,0.002,1272.617,-0.02,-0.004,0.018,0.017,0,0,0,45.215
1272.557,0.002,1272.617,-0.02,-0.004,0.018,0.017,0,0,0,45.215
1272.553,0.002,1272.612,-0.02,0.002,0.019,0.017,0,0,0,45.215
1272.553,0.002,1272.612,-0.02,0.002,0.019,0.017,0,0,0,45.215
1272.553,0.002,1272.607,-0.021,-0.005,0.018,0.017,0,0,0,45.209
1272.553,0.002,1272.607,-0.021,-0.005,0.018,0.017,0,0,0,45.209
1272.601,0.003,1272.607,-0.019,-0.001,0.019,0.017,0,0,0,45.209
1272.601,0.003,1272.607,-0.019,-0.001,0.019,0.017,0,0,0,45.209
1272.597,0.003,1272.607,-0.017,-0.001,0.019,0.018,0,0,0,45.218
1272.597,0.003,1272.607,-0.017,-0.001,0.019,0.018,0,0,0,45.218
1272.592,0.004,1272.607,-0.015,-0.003,0.018,0.017,0,0,0,45.218
1272.592,0.004,1272.607,-0.015,-0.003,0.018,0.017,0,0,0,45.218
1272.583,0.004,1272.606,-0.014,0.001,0.02,0.018,0,0,0,45.221
1272.583,0.004,1272.606,-0.014,0.001,0.02,0.018,0,0,0,45.221
1272.583,0.005,1272.604,-0.012,-0.003,0.017,0.017,0,0,0,45.212
1272.583,0.005,1272.604,-0.012,-0.003,0.017,0.017,0,0,0,45.212
1272.583,0.005,1272.604,-0.011,-0.001,0.02,0.017,0,0,0,45.215
1272.583,0.005,1272.604,-0.011,-0.001,0.02,0.017,0,0,0,45.215
1272.583,0.005,1272.604,-0.011,-0.001,0.02,0.017,0,0,0,45.215
1272.578,0.006,1272.603,-0.009,-0.002,0.018,0.017,0,0,0,45.218
1272.578,0.006,1272.603,-0.009,-0.002,0.018,0.017,0,0,0,45.218
1272.588,0.007,1272.603,-0.008,-0.001,0.019,0.017,0,0,0,45.218
1272.588,0.007,1272.603,-0.008,-0.001,0.019,0.017,0,0,0,45.218
1272.588,0.007,1272.603,-0.006,-0.002,0.019,0.018,0,0,0,45.215
1272.588,0.007,1272.603,-0.006,-0.002,0.019,0.018,0,0,0,45.215
1272.578,0.008,1272.603,-0.004,-0.003,0.019,0.017,0,0,0,45.221
1272.578,0.008,1272.603,-0.004,-0.003,0.019,0.017,0,0,0,45.221
1272.564,0.008,1272.601,-0.003,0.002,0.02,0.017,0,0,0,45.218
1272.564,0.008,1272.601,-0.003,0.002,0.02,0.017,0,0,0,45.218
1272.57,0.008,1272.601,-0.002,-0.005,0.018,0.018,0,0,0,45.23
1272.57,0.008,1272.601,-0.002,-0.005,0.018,0.018,0,0,0,45.23
1272.57,0.009,1272.6,0,0.001,0.019,0.018,0,0,0,45.224
1272.57,0.009,1272.6,0,0.001,0.019,0.018,0,0,0,45.224
1272.609,0.01,1272.603,0.003,-0.003,0.018,0.017,0,0,0,45.215
1272.609,0.01,1272.603,0.003,-0.003,0.018,0.017,0,0,0,45.215
1272.596,0.01,1272.605,0.005,-0.003,0.018,0.017,0,0,0,45.212
1272.596,0.01,1272.605,0.005,-0.003,0.018,0.017,0,0,0,45.212
1272.567,0.011,1272.604,0.006,-0.001,0.02,0.017,0,0,0,45.233
1272.567,0.011,1272.604,0.006,-0.001,0.02,0.017,0,0,0,45.233
1272.567,0.011,1272.604,0.008,-0.003,0.018,0.017,0,0,0,45.218
1272.567,0.011,1272.604,0.008,-0.003,0.018,0.017,0,0,0,45.218
1272.569,0.011,1272.603,0.009,-0.001,0.02,0.018,0,0,0,45.218
1272.569,0.011,1272.603,0.009,-0.001,0.02,0.018,0,0,0,45.218
1272.569,0.011,1272.603,0.009,-0.001,0.02,0.018,0,0,0,45.218
1272.611,0.012,1272.607,0.012,-0.002,0.018,0.017,0,0,0,45.221
1272.611,0.012,1272.607,0.012,-0.002,0.018,0.017,0,0,0,45.221
1272.615,0.013,1272.611,0.016,-0.002,0.02,0.018,0,0,0,45.227
1272.615,0.013,1272.611,0.016,-0.002,0.02,0.018,0,0,0,45.227
1272.615,0.013,1272.615,0.019,-0.003,0.018,0.017,0,0,0,45.233
1272.615,0.013,1272.615,0.019,-0.003,0.018,0.017,0,0,0,45.233
1272.602,0.014,1272.618,0.021,-0.001,0.019,0.017,0,0,0,45.239
1272.602,0.014,1272.618,0.021,-0.001,0.019,0.017,0,0,0,45.239
1272.596,0.014,1272.62,0.023,-0.002,0.019,0.017,0,0,0,45.233
1272.596,0.014,1272.62,0.023,-0.002,0.019,0.017,0,0,0,45.233
1272.596,0.014,1272.62,0.023,-0.002,0.019,0.017,0,0,0,45.233
1272.615,0.015,1272.624,0.026,-0.003,0.019,0.017,0,0,0,45.233
1272.615,0.015,1272.624,0.026,-0.003,0.019,0.017,0,0,0,45.233
1272.614,0.016,1272.628,0.029,0.001,0.019,0.018,0,0,0,45.242
1272.614,0.016,1272.628,0.029,0.001,0.019,0.018,0,0,0,45.242
1272.614,0.016,1272.632,0.032,-0.004,0.019,0.018,0,0,0,45.242
1272.614,0.016,1272.632,0.032,-0.004,0.019,0.018,0,0,0,45.242
1272.614,0.017,1272.635,0.034,0,0.02,0.018,0,0,0,45.236
1272.614,0.017,1272.635,0.034,0,0.02,0.018,0,0,0,45.236
1272.618,0.017,1272.639,0.037,-0.001,0.018,0.017,0,0,0,45.233
1272.618,0.017,1272.639,0.037,-0.001,0.018,0.017,0,0,0,45.233
1272.674,0.018,1272.648,0.041,-0.001,0.019,0.017,0,0,0,45.245
1272.674,0.018,1272.648,0.041,-0.001,0.019,0.017,0,0,0,45.245
1272.674,0.019,1272.656,0.046,-0.003,0.018,0.018,0,0,0,45.248
1272.674,0.019,1272.656,0.046,-0.003,0.018,0.018,0,0,0,45.248
1272.674,0.019,1272.656,0.046,-0.003,0.018,0.018,0,0,0,45.248
1272.653,0.02,1272.662,0.049,-0.002,0.018,0.017,0,0,0,45.242
1272.653,0.02,1272.662,0.049,-0.002,0.018,0.017,0,0,0,45.242
1272.573,0.019,1272.661,0.049,-0.001,0.019,0.017,0,0,0,45.236
1272.573,0.019,1272.661,0.049,-0.001,0.019,0.017,0,0,0,45.236
1272.567,0.019,1272.659,0.049,-0.003,0.019,0.018,0,0,0,45.239
1272.567,0.019,1272.659,0.049,-0.003,0.019,0.018,0,0,0,45.239
1272.567,0.019,1272.658,0.048,0.001,0.019,0.017,0,0,0,45.242
1272.567,0.019,1272.658,0.048,0.001,0.019,0.017,0,0,0,45.242
1272.656,0.019,1272.664,0.052,-0.002,0.018,0.017,0,0,0,45.245
1272.656,0.019,1272.664,0.052,-0.002,0.018,0.017,0,0,0,45.245
1272.659,0.02,1272.671,0.055,-0.003,0.02,0.017,0,0,0,45.248
1272.659,0.02,1272.671,0.055,-0.003,0.02,0.017,0,0,0,45.248
1272.677,0.021,1272.679,0.059,-0.001,0.019,0.017,0,0,0,45.256
1272.677,0.021,1272.679,0.059,-0.001,0.019,0.017,0,0,0,45.256
1272.677,0.021,1272.686,0.062,0,0.018,0.017,0,0,0,45.251
1272.677,0.021,1272.686,0.062,0,0.018,0.017,0,0,0,45.251
1272.67,0.022,1272.692,0.065,-0.004,0.019,0.018,0,0,0,45.248
1272.67,0.022,1272.692,0.065,-0.004,0.019,0.018,0,0,0,45.248
1272.689,0.022,1272.7,0.069,0.001,0.018,0.017,0,0,0,45.242
1272.689,0.022,1272.7,0.069,0.001,0.018,0.017,0,0,0,45.242
1272.685,0.023,1272.707,0.072,-0.001,0.02,0.017,0,0,0,45.251
1272.685,0.023,1272.707,0.072,-0.001,0.02,0.017,0,0,0,45.251
1272.685,0.023,1272.707,0.072,-0.001,0.02,0.017,0,0,0,45.251
1272.661,0.023,1272.712,0.074,-0.006,0.018,0.018,0,0,0,45.245
1272.661,0.023,1272.712,0.074,-0.006,0.018,0.018,0,0,0,45.245
1272.661,0.023,1272.717,0.075,0.003,0.02,0.017,0,0,0,45.256
1272.661,0.023,1272.717,0.075,0.003,0.02,0.017,0,0,0,45.256
1272.664,0.023,1272.721,0.077,-0.002,0.019,0.017,0,0,0,45.259
1272.664,0.023,1272.721,0.077,-0.002,0.019,0.017,0,0,0,45.259
1272.649,0.023,1272.724,0.078,-0.004,0.019,0.018,0,0,0,45.256
1272.649,0.023,1272.724,0.078,-0.004,0.019,0.018,0,0,0,45.256
1272.649,0.023,1272.727,0.078,0.002,0.018,0.017,0,0,0,45.254
1272.649,0.023,1272.727,0.078,0.002,0.018,0.017,0,0,0,45.254
1272.649,0.023,1272.729,0.079,-0.005,0.02,0.018,0,0,0,45.259
1272.649,0.023,1272.729,0.079,-0.005,0.02,0.018,0,0,0,45.259
1272.716,0.023,1272.738,0.082,-0.003,0.019,0.018,0,0,0,45.254
1272.716,0.023,1272.738,0.082,-0.003,0.019,0.018,0,0,0,45.254
1272.711,0.024,1272.745,0.085,0.003,0.018,0.017,0,0,0,45.259
1272.711,0.024,1272.745,0.085,0.003,0.018,0.017,0,0,0,45.259
1272.753,0.024,1272.756,0.089,-0.005,0.019,0.018,0,0,0,45.259
1272.753,0.024,1272.756,0.089,-0.005,0.019,0.018,0,0,0,45.259
1272.753,0.025,1272.766,0.093,-0.003,0.019,0.018,0,0,0,45.256
1272.753,0.025,1272.766,0.093,-0.003,0.019,0.018,0,0,0,45.256
1272.734,0.025,1272.774,0.095,0.004,0.018,0.017,0,0,0,45.265
1272.734,0.025,1272.774,0.095,0.004,0.018,0.017,0,0,0,45.265
1272.672,0.025,1272.776,0.095,-0.006,0.019,0.018,0,0,0,45.259
1272.672,0.025,1272.776,0.095,-0.006,0.019,0.018,0,0,0,45.259
1272.685,0.024,1272.779,0.095,-0.003,0.019,0.017,0,0,0,45.262
1272.685,0.024,1272.779,0.095,-0.003,0.019,0.017,0,0,0,45.262
1272.685,0.024,1272.779,0.095,-0.003,0.019,0.017,0,0,0,45.262
1272.685,0.024,1272.781,0.095,0,0.019,0.018,0,0,0,45.248
1272.685,0.024,1272.781,0.095,0,0.019,0.018,0,0,0,45.248
1272.597,0.023,1272.776,0.092,-0.003,0.019,0.018,0,0,0,45.254
1272.597,0.023,1272.776,0.092,-0.003,0.019,0.018,0,0,0,45.254
1272.59,0.022,1272.771,0.088,-0.004,0.018,0.018,0,0,0,45.259
1272.59,0.022,1272.771,0.088,-0.004,0.018,0.018,0,0,0,45.259
1272.656,0.021,1272.771,0.087,0.002,0.019,0.018,0,0,0,45.265
1272.656,0.021,1272.771,0.087,0.002,0.019,0.018,0,0,0,45.265
1272.656,0.021,1272.771,0.086,-0.005,0.019,0.018,0,0,0,45.265
1272.656,0.021,1272.771,0.086,-0.005,0.019,0.018,0,0,0,45.265
1272.643,0.02,1272.77,0.084,-0.003,0.019,0.018,0,0,0,45.256
1272.643,0.02,1272.77,0.084,-0.003,0.019,0.018,0,0,0,45.256
1272.703,0.02,1272.774,0.085,0.002,0.019,0.017,0,0,0,45.265
1272.703,0.02,1272.774,0.085,0.002,0.019,0.017,0,0,0,45.265
1272.696,0.02,1272.777,0.085,-0.006,0.018,0.017,0,0,0,45.259
1272.696,0.02,1272.777,0.085,-0.006,0.018,0.017,0,0,0,45.259
1272.687,0.02,1272.779,0.085,-0.001,0.02,0.017,0,0,0,45.265
1272.687,0.02,1272.779,0.085,-0.001,0.02,0.017,0,0,0,45.265
1272.687,0.019,1272.781,0.085,0,0.018,0.017,0,0,0,45.262
1272.687,0.019,1272.781,0.085,0,0.018,0.017,0,0,0,45.262
1272.682,0.019,1272.782,0.084,-0.003,0.019,0.018,0,0,0,45.277
1272.682,0.019,1272.782,0.084,-0.003,0.019,0.018,0,0,0,45.277
1272.658,0.018,1272.782,0.082,-0.003,0.019,0.018,0,0,0,45.277
1272.658,0.018,1272.782,0.082,-0.003,0.019,0.018,0,0,0,45.277
1272.658,0.018,1272.782,0.082,-0.003,0.019,0.018,0,0,0,45.277
1272.664,0.018,1272.781,0.081,0.001,0.019,0.017,0,0,0,45.265
1272.664,0.018,1272.781,0.081,0.001,0.019,0.017,0,0,0,45.265
1272.664,0.017,1272.781,0.08,-0.003,0.02,0.018,0,0,0,45.268
1272.664,0.017,1272.781,0.08,-0.003,0.02,0.018,0,0,0,45.268
1272.679,0.017,1272.781,0.079,-0.003,0.019,0.017,0,0,0,45.271
1272.679,0.017,1272.781,0.079,-0.003,0.019,0.017,0,0,0,45.271
1272.677,0.017,1272.782,0.078,0.003,0.02,0.017,0,0,0,45.274
1272.677,0.017,1272.782,0.078,0.003,0.02,0.017,0,0,0,45.274
1272.64,0.016,1272.779,0.075,-0.007,0.018,0.017,0,0,0,45.268
1272.64,0.016,1272.779,0.075,-0.007,0.018,0.017,0,0,0,45.268
1272.64,0.015,1272.776,0.073,0.004,0.02,0.017,0,0,0,45.277
1272.64,0.015,1272.776,0.073,0.004,0.02,0.017,0,0,0,45.277
1272.624,0.014,1272.772,0.07,-0.005,0.018,0.017,0,0,0,45.28
1272.624,0.014,1272.772,0.07,-0.005,0.018,0.017,0,0,0,45.28
1272.684,0.014,1272.773,0.07,-0.001,0.019,0.017,0,0,0,45.283
1272.684,0.014,1272.773,0.07,-0.001,0.019,0.017,0,0,0,45.283
1272.682,0.014,1272.774,0.069,-0.002,0.019,0.018,0,0,0,45.289
1272.682,0.014,1272.774,0.069,-0.002,0.019,0.018,0,0,0,45.289
1272.682,0.014,1272.774,0.068,-0.003,0.018,0.018,0,0,0,45.283
1272.682,0.014,1272.774,0.068,-0.003,0.018,0.018,0,0,0,45.283
1272.784,0.014,1272.783,0.071,-0.001,0.019,0.018,0,0,0,45.283
1272.784,0.014,1272.783,0.071,-0.001,0.019,0.018,0,0,0,45.283
1272.785,0.015,1272.792,0.074,-0.003,0.018,0.018,0,0,0,45.292
1272.785,0.015,1272.792,0.074,-0.003,0.018,0.018,0,0,0,45.292
1272.785,0.015,1272.792,0.074,-0.003,0.018,0.018,0,0,0,45.292
1272.687,0.015,1272.792,0.073,-0.002,0.019,0.018,0,0,0,45.292
1272.687,0.015,1272.792,0.073,-0.002,0.019,0.018,0,0,0,45.292
1272.687,0.014,1272.792,0.072,-0.002,0.02,0.018,0,0,0,45.289
1272.687,0.014,1272.792,0.072,-0.002,0.02,0.018,0,0,0,45.289
1272.679,0.014,1272.791,0.07,-0.004,0.018,0.018,0,0,0,45.286
1272.679,0.014,1272.791,0.07,-0.004,0.018,0.018,0,0,0,45.286
1272.641,0.013,1272.787,0.067,0.001,0.019,0.017,0,0,0,45.286
1272.641,0.013,1272.787,0.067,0.001,0.019,0.017,0,0,0,45.286
1272.638,0.012,1272.782,0.064,-0.005,0.018,0.017,0,0,0,45.306
1272.638,0.012,1272.782,0.064,-0.005,0.018,0.017,0,0,0,45.306
1272.698,0.012,1272.783,0.064,0,0.02,0.018,0,0,0,45.289
1272.698,0.012,1272.783,0.064,0,0.02,0.018,0,0,0,45.289
1272.698,0.012,1272.784,0.063,-0.001,0.018,0.017,0,0,0,45.286
1272.698,0.012,1272.784,0.063,-0.001,0.018,0.017,0,0,0,45.286
1272.701,0.012,1272.784,0.062,-0.007,0.017,0.018,0,0,0,45.286
1272.701,0.012,1272.784,0.062,-0.007,0.017,0.018,0,0,0,45.286
1272.645,0.011,1272.78,0.06,0.005,0.021,0.017,0,0,0,45.283
1272.645,0.011,1272.78,0.06,0.005,0.021,0.017,0,0,0,45.283
1272.636,0.01,1272.775,0.057,-0.011,0.017,0.017,0,0,0,45.289
1272.636,0.01,1272.775,0.057,-0.011,0.017,0.017,0,0,0,45.289
1272.636,0.01,1272.771,0.054,0.006,0.021,0.017,0,0,0,45.298
1272.636,0.01,1272.771,0.054,0.006,0.021,0.017,0,0,0,45.298
1272.67,0.009,1272.769,0.052,-0.01,0.017,0.018,0,0,0,45.292
1272.67,0.009,1272.769,0.052,-0.01,0.017,0.018,0,0,0,45.292
1272.67,0.009,1272.769,0.052,-0.01,0.017,0.018,0,0,0,45.292
1272.667,0.009,1272.767,0.051,0.003,0.019,0.018,0,0,0,45.289
1272.667,0.009,1272.767,0.051,0.003,0.019,0.018,0,0,0,45.289
1272.69,0.009,1272.767,0.05,-0.002,0.018,0.017,0,0,0,45.301
1272.69,0.009,1272.767,0.05,-0.002,0.018,0.017,0,0,0,45.301
1272.69,0.009,1272.767,0.05,-0.006,0.018,0.017,0,0,0,45.298
1272.69,0.009,1272.767,0.05,-0.006,0.018,0.017,0,0,0,45.298
1272.69,0.009,1272.767,0.049,0.005,0.021,0.017,0,0,0,45.292
1272.69,0.009,1272.767,0.049,0.005,0.021,0.017,0,0,0,45.292
1272.653,0.008,1272.764,0.047,-0.008,0.016,0.017,0,0,0,45.301
1272.653,0.008,1272.764,0.047,-0.008,0.016,0.017,0,0,0,45.301
1272.643,0.008,1272.76,0.045,0.004,0.021,0.017,0,0,0,45.298
1272.643,0.008,1272.76,0.045,0.004,0.021,0.017,0,0,0,45.298
1272.643,0.008,1272.757,0.043,-0.006,0.017,0.017,0,0,0,45.301
1272.643,0.008,1272.757,0.043,-0.006,0.017,0.017,0,0,0,45.301
1272.719,0.008,1272.76,0.044,-0.001,0.019,0.018,0,0,0,45.312
1272.719,0.008,1272.76,0.044,-0.001,0.019,0.018,0,0,0,45.312
1272.719,0.008,1272.762,0.044,0,0.019,0.017,0,0,0,45.304
1272.719,0.008,1272.762,0.044,0,0.019,0.017,0,0,0,45.304
1272.719,0.008,1272.762,0.044,0,0.019,0.017,0,0,0,45.304
1272.667,0.008,1272.76,0.043,-0.005,0.018,0.018,0,0,0,45.304
1272.667,0.008,1272.76,0.043,-0.005,0.018,0.018,0,0,0,45.304
1272.667,0.008,1272.758,0.042,0.002,0.02,0.017,0,0,0,45.295
1272.667,0.008,1272.758,0.042,0.002,0.02,0.017,0,0,0,45.295
1272.656,0.007,1272.755,0.04,-0.005,0.017,0.017,0,0,0,45.304
1272.656,0.007,1272.755,0.04,-0.005,0.017,0.017,0,0,0,45.304
1272.638,0.007,1272.751,0.038,0.001,0.02,0.018,0,0,0,45.298
1272.638,0.007,1272.751,0.038,0.001,0.02,0.018,0,0,0,45.298
1272.63,0.006,1272.746,0.036,-0.005,0.017,0.017,0,0,0,45.292
1272.63,0.006,1272.746,0.036,-0.005,0.017,0.017,0,0,0,45.292
1272.63,0.006,1272.741,0.033,0.002,0.019,0.017,0,0,0,45.304
1272.63,0.006,1272.741,0.033,0.002,0.019,0.017,0,0,0,45.304
1272.63,0.006,1272.737,0.031,-0.004,0.018,0.018,0,0,0,45.306
1272.63,0.006,1272.737,0.031,-0.004,0.018,0.018,0,0,0,45.306
1272.623,0.005,1272.732,0.029,-0.002,0.019,0.018,0,0,0,45.306
1272.623,0.005,1272.732,0.029,-0.002,0.019,0.018,0,0,0,45.306
1272.679,0.005,1272.732,0.029,0.001,0.02,0.018,0,0,0,45.301
1272.679,0.005,1272.732,0.029,0.001,0.02,0.018,0,0,0,45.301
1272.671,0.006,1272.732,0.029,-0.007,0.017,0.018,0,0,0,45.295
1272.671,0.006,1272.732,0.029,-0.007,0.017,0.018,0,0,0,45.295
1272.671,0.006,1272.732,0.029,0,0.02,0.018,0,0,0,45.304
1272.671,0.006,1272.732,0.029,0,0.02,0.018,0,0,0,45.304
1272.69,0.006,1272.733,0.03,-0.003,0.018,0.017,0,0,0,45.306
1272.69,0.006,1272.733,0.03,-0.003,0.018,0.017,0,0,0,45.306
1272.688,0.006,1272.734,0.03,-0.002,0.019,0.017,0,0,0,45.312
1272.688,0.006,1272.734,0.03,-0.002,0.019,0.017,0,0,0,45.312
1272.646,0.006,1272.731,0.029,-0.002,0.018,0.018,0,0,0,45.315
1272.646,0.006,1272.731,0.029,-0.002,0.018,0.018,0,0,0,45.315
1272.646,0.006,1272.729,0.028,-0.003,0.018,0.018,0,0,0,45.309
1272.646,0.006,1272.729,0.028,-0.003,0.018,0.018,0,0,0,45.309
1272.646,0.006,1272.729,0.028,-0.003,0.018,0.018,0,0,0,45.309
1272.645,0.006,1272.726,0.027,0,0.02,0.018,0,0,0,45.312
1272.645,0.006,1272.726,0.027,0,0.02,0.018,0,0,0,45.312
1272.607,0.005,1272.721,0.025,-0.002,0.018,0.017,0,0,0,45.312
1272.607,0.005,1272.721,0.025,-0.002,0.018,0.017,0,0,0,45.312
1272.61,0.005,1272.715,0.022,0.001,0.019,0.018,0,0,0,45.312
1272.61,0.005,1272.715,0.022,0.001,0.019,0.018,0,0,0,45.312
1272.61,0.005,1272.71,0.02,-0.003,0.019,0.017,0,0,0,45.321
1272.61,0.005,1272.71,0.02,-0.003,0.019,0.017,0,0,0,45.321
1272.676,0.005,1272.712,0.021,0.001,0.019,0.017,0,0,0,45.315
1272.676,0.005,1272.712,0.021,0.001,0.019,0.017,0,0,0,45.315
1272.666,0.005,1272.712,0.022,-0.003,0.018,0.017,0,0,0,45.318
1272.666,0.005,1272.712,0.022,-0.003,0.018,0.017,0,0,0,45.318
1272.732,0.006,1272.718,0.025,-0.001,0.019,0.017,0,0,0,45.318
1272.732,0.006,1272.718,0.025,-0.001,0.019,0.017,0,0,0,45.318
1272.732,0.007,1272.723,0.028,-0.002,0.019,0.018,0,0,0,45.321
1272.732,0.007,1272.723,0.028,-0.002,0.019,0.018,0,0,0,45.321
1272.728,0.008,1272.729,0.03,-0.003,0.018,0.017,0,0,0,45.312
1272.728,0.008,1272.729,0.03,-0.003,0.018,0.017,0,0,0,45.312
1272.582,0.007,1272.721,0.027,0,0.02,0.018,0,0,0,45.309
1272.582,0.007,1272.721,0.027,0,0.02,0.018,0,0,0,45.309
